Country Code,Country,Region,hdicode,Year,co2_prod,abr,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
AFG,Afghanistan,South Asia,Low,2008,0.151484676,128.171,,0.697674419,8.460032082,5.957128143,10.83282967,0.755,434.2512158,3047.085012,1753.066993,0.43,0.296278756,0.498714113,,,,,59.8515,61.5289,58.1715,15.137,76.712,1.38,1030.0,1.940947256,0.893769815,2.495133029,0.427,25.87209302,74.12790698,1.837706425,10.65428956,Low income,41.949,8.932,,10109200000.0,364.66,1.84,69.4,59.93,42.4628,2.494
AFG,Afghanistan,South Asia,Low,2009,0.237367297,120.635,,0.909090909,8.726570129,6.411980152,10.92381954,0.755,466.8929261,3273.768702,1884.200863,0.44,0.308813946,0.507355452,,,,,60.3636,61.8922,58.82,15.076,76.813,1.43,993.0,2.023069268,0.919865284,2.592672907,0.436,25.92592593,74.07407407,1.812732622,11.25194204,Low income,40.903,8.584,,12439100000.0,438.076,3.55,66.8,60.484,43.493,2.47
AFG,Afghanistan,South Asia,Low,2010,0.287738705,120.82,29.13924655,1.116071429,9.002689838,6.819135189,11.07618475,0.753,510.7815973,3336.66999,1938.315627,0.448,0.322100371,0.513389368,0.312,42.809,10.767,33.84173965,60.8508,62.4078,59.2776,15.111,76.842,1.77,954.0,2.105191281,0.945960754,2.690212786,0.443,27.63532764,72.36467236,1.787758819,11.84959453,Low income,39.829,8.25,,15856600000.0,543.303,4.0,64.3,61.028,44.7041,2.275
AFG,Afghanistan,South Asia,Low,2011,0.401953514,116.454,29.49569394,1.315789474,9.278809547,7.226290226,11.22854996,0.746,537.5166085,3430.9836,1999.653042,0.456,0.33352807,0.519746648,0.315,44.82338,10.767,32.89670181,61.4191,62.9926,59.8254,15.454,76.659,2.12,905.0,2.157332242,1.011199426,2.755239372,0.45,27.63532764,72.36467236,2.008868343,12.40825237,Low income,38.75,7.936,,17804300000.0,591.162,5.0,61.9,61.553,46.1315,1.984
AFG,Afghanistan,South Asia,Low,2012,0.327921976,111.286,29.20871299,1.072961373,9.57732296,7.423226833,11.62274996,0.738,585.0930232,3633.440859,2125.862821,0.466,0.344152186,0.530178097,0.323,44.82338,10.767,32.03575897,61.923,63.5135,60.3173,15.879,76.42,1.86,858.0,2.209473202,1.076438099,2.820265958,0.461,27.63532764,72.36467236,2.229977866,12.96691022,Low income,37.69,7.645,,20001600000.0,641.872,5.45455,59.5,62.054,47.7306,1.692
AFG,Afghanistan,South Asia,Low,2013,0.261571351,106.537,,1.054852321,9.875836372,7.620163441,12.01694997,0.728,637.7671699,3715.00501,2193.553936,0.474,0.354771795,0.538757274,,44.82338,,31.20422935,62.4167,64.0268,60.7915,16.794,75.588,1.88,810.0,2.261614163,1.141676772,2.885292544,0.469,27.63532764,72.36467236,2.45108739,13.52556807,Low income,36.67,7.38,,20561100000.0,637.165,5.9,57.3,62.525,49.428,1.725
AFG,Afghanistan,South Asia,Low,2014,0.232967187,101.454,,1.043841336,10.17434978,7.817100048,12.41114998,0.718,506.1399397,3813.313521,2178.507021,0.479,0.34346564,0.545574279,,44.82338,,30.7356205,62.5451,64.2743,60.8119,17.749,74.737,1.66,786.0,2.313755123,1.206915444,2.95031913,0.474,27.63532764,72.36467236,2.672196913,14.08422592,Low income,35.706,7.141,,20484900000.0,613.856,7.0,55.1,62.966,51.1148,1.735
AFG,Afghanistan,South Asia,Low,2015,0.229679525,97.415,,0.836820084,10.18014979,7.791942477,12.44831991,0.706,681.1316993,3489.646939,2101.589319,0.478,0.364833242,0.5421892,,45.36517,,30.17712593,62.6587,64.5759,60.7597,18.746,73.875,1.62,701.0,2.365896084,1.272154117,3.015345715,0.474,27.44479495,72.55520505,2.893306437,14.64288377,Low income,34.809,6.929,,19907100000.0,578.466,8.26,53.1,63.377,52.7121,1.679
AFG,Afghanistan,South Asia,Low,2016,0.190616791,94.018,,0.831600832,10.1859498,7.766784906,12.48548985,0.692,712.0450633,3411.484186,2077.566899,0.481,0.37129479,0.544158827,,45.36517,,29.33408546,63.1361,65.0957,61.1934,19.798,73.045,1.66,673.0,2.463660385,1.430357898,3.082469933,0.477,27.44479495,72.55520505,3.459785381,14.66675803,Low income,33.981,6.742,,19362600000.0,547.228,11.2,51.2,63.763,54.1971,1.634
AFG,Afghanistan,South Asia,Low,2017,0.188995444,90.342,,0.829875519,10.19174981,7.741627336,12.52265978,0.678,755.0683347,3385.357825,2085.487571,0.482,0.380054352,0.540514172,,45.36517,,28.0697403,63.016,66.0993,60.1049,20.887,72.183,1.41,638.0,2.561424686,1.588561679,3.149594151,0.478,27.44479495,72.55520505,4.026264326,14.6906323,Low income,33.211,6.575,,20191800000.0,556.302,13.5,49.5,64.13,55.596,1.559
AFG,Afghanistan,South Asia,Low,2018,0.22449203,88.431,,0.82815735,10.19754982,7.716469765,12.55982971,0.671,755.8249851,3325.135032,2054.939895,0.483,0.383312051,0.540119661,,45.36517,,27.50606918,63.081,66.4576,59.9231,21.228,72.023,1.32,638.0,2.659188987,1.74676546,3.216718368,0.479,27.44479495,72.55520505,4.592743271,14.71450657,Low income,,,,19363000000.0,520.897,,47.9,,56.9378,1.542
ALB,Albania,Europe & Central Asia,High,1990,1.656901718,14.815,,4.327666151,11.60293007,11.30202007,11.88436031,,3269.522238,6163.322477,4742.215529,0.647,0.616863759,0.668709103,,,,,73.1439,76.4334,70.05,51.364,72.51,6.63,40.0,7.354632085,6.692813596,7.920670472,0.619,,,58.16488349,67.01064279,Upper middle income,24.867,5.985,552.252,2028553750.0,617.23,0.0,35.2,71.836,119.947,
ALB,Albania,Europe & Central Asia,High,1991,1.288960628,14.784,,3.656597774,11.76358032,11.47906971,12.03052998,,2379.675628,4308.316112,3358.087827,0.629,0.600126579,0.65136699,,,,,73.3776,76.6308,70.3212,54.727,75.143,5.91,47.0,7.352753507,6.696485922,7.922592965,0.606,,,58.38584943,67.06259649,Upper middle income,24.245,6.073,418.454,1099560000.0,336.587,,33.8,71.803,119.226,16.781
ALB,Albania,Europe & Central Asia,High,1992,0.768726936,16.155,,3.25732899,10.66378021,10.7585001,10.57411957,,2221.045841,3921.220697,3080.746654,0.614,0.589594949,0.632360637,,,,,73.7148,76.9718,70.6602,55.608,75.858,5.65,49.0,7.350874929,6.700158247,7.924515458,0.594,,,58.60681536,67.11455018,Upper middle income,23.529,6.155,453.644,652175000.0,200.852,,32.5,71.802,118.505,17.653
ALB,Albania,Europe & Central Asia,High,1993,0.724712295,17.855,,3.079416532,10.12650013,10.35231018,9.912679672,,2572.821025,4489.664681,3538.885493,0.617,0.595004024,0.634138901,,,,,73.9391,77.1176,70.9567,54.638,75.222,5.36,47.0,7.348996351,6.703830573,7.926437951,0.598,,,58.8277813,67.16650387,Upper middle income,22.742,6.216,536.364,1185320000.0,367.279,,31.4,71.86,117.784,17.681
ALB,Albania,Europe & Central Asia,High,1994,0.607846322,20.157,,3.044871795,10.09115028,10.15380001,10.0290699,,2884.584327,4986.091413,3940.312045,0.624,0.600297553,0.642194921,,,,,74.1313,77.2579,71.2024,53.825,74.68,5.54,39.0,7.347117774,6.707502899,7.928360444,0.605,,,59.04874724,67.21845756,Upper middle income,21.902,6.25,596.408,1880950000.0,586.416,,30.2,71.992,117.063,17.527
ALB,Albania,Europe & Central Asia,High,1995,0.663842752,21.869,,2.996845426,10.16617012,10.09895039,10.2286396,,3354.066513,5807.971076,4583.051036,0.634,0.609514585,0.65358902,,,,,74.3616,77.511,71.4282,52.576,73.768,5.47,38.0,7.345239196,6.711175224,7.930282937,0.615,,,59.26971318,67.27041126,Upper middle income,21.02,6.25,663.784,2392760000.0,750.604,0.0111687,29.1,72.205,116.342,17.607
ALB,Albania,Europe & Central Asia,High,1996,0.643237487,21.756,,3.255813953,10.22844982,10.1965704,10.25599957,,3643.342398,6449.878338,5044.975175,0.645,0.620082807,0.664328356,,,,,74.5923,77.7464,71.6686,51.66,73.023,6.13,32.0,7.627025866,6.997616629,8.222501847,0.624,,,61.29751564,69.80074852,Upper middle income,20.106,6.213,904.347,3199640000.0,1009.98,0.0321968,27.9,72.495,115.622,18.358
ALB,Albania,Europe & Central Asia,High,1997,0.494104044,20.149,,3.271028037,10.50508022,10.42992973,10.57246017,,3221.12996,5780.738944,4496.163681,0.642,0.617585602,0.661965648,,,,,73.9039,77.3164,70.7734,52.615,73.726,6.18,30.0,7.908812536,7.284058034,8.514720758,0.621,,,63.3253181,72.33108579,Upper middle income,19.173,6.147,694.665,2258520000.0,717.381,0.0485939,26.7,72.838,114.901,18.311
ALB,Albania,Europe & Central Asia,High,1998,0.560680905,18.001,,3.500761035,10.66944027,10.54702997,10.79185057,,3476.153648,6446.446136,4952.596957,0.657,0.6296919,0.679809729,,,,,74.9899,78.0214,72.1896,51.658,72.917,6.74,27.0,8.190599206,7.570499439,8.806939668,0.634,,,65.35312056,74.86142305,Upper middle income,18.238,6.067,734.85,2545970000.0,813.79,0.0650274,25.4,73.208,114.18,18.323
ALB,Albania,Europe & Central Asia,High,1999,0.952766151,16.098,,4.035874439,10.68494034,10.66413021,10.69725037,0.33,3849.019818,7368.328401,5595.612697,0.669,0.641318584,0.690626636,,,,,75.1828,78.2091,72.4013,50.445,71.884,7.31,25.0,8.472385876,7.856940844,9.099158579,0.642,5.161290323,94.83870968,67.38092302,77.39176032,Upper middle income,17.321,5.983,1414.7,3212120000.0,1033.24,0.081437,24.2,73.587,113.459,18.569
ALB,Albania,Europe & Central Asia,High,2000,0.960136365,14.792,,5.022156573,10.5894804,10.61896992,10.55389023,0.319,4118.541522,8044.964865,6065.195257,0.677,0.649250447,0.698549503,,,,,75.4043,78.4187,72.6461,49.782,71.298,9.44,23.0,8.754172545,8.143382249,9.39137749,0.643,5.161290323,94.83870968,69.40872548,79.92209758,Upper middle income,16.436,5.914,1449.65,3480360000.0,1126.68,0.114097,23.0,73.955,112.738,17.767
ALB,Albania,Europe & Central Asia,High,2001,1.029074954,9.697,,4.824561404,10.6844101,10.79098988,10.57209969,0.282,4489.685008,8839.235594,6645.348336,0.684,0.658017614,0.705296369,,,,,75.6388,78.6178,72.9212,49.087,70.702,8.7,23.0,8.823679924,8.235190392,9.424059868,0.651,5.714285714,94.28571429,70.99655151,80.57055664,Upper middle income,15.59,5.879,1351.23,3922100000.0,1281.66,0.325798,21.8,74.288,111.685,17.411
ALB,Albania,Europe & Central Asia,High,2002,1.199000572,13.217,,5.079825835,10.70151997,10.86436653,10.63010311,0.297,4679.395119,9200.195157,6920.555095,0.689,0.662956844,0.710047634,,,,,75.8899,78.8228,73.2203,48.757,70.424,8.95,21.0,8.888405664,8.311867441,9.483049938,0.654,5.714285714,94.28571429,72.10587747,81.20821599,Upper middle income,14.79,5.891,1578.17,4348070000.0,1425.12,0.390081,20.6,74.579,111.351,17.51
ALB,Albania,Europe & Central Asia,High,2003,1.357238224,15.231,,5.890804598,10.90470982,10.93774319,10.68810654,0.305,5020.547268,9698.667261,7341.564007,0.696,0.66966313,0.715372994,,,,,76.1421,79.0574,73.4985,48.186,68.96,10.46,21.0,8.953131403,8.388544491,9.542040007,0.655,5.714285714,94.28571429,73.21520342,81.84587533,Upper middle income,14.048,5.952,1469.26,5611490000.0,1846.12,0.9719,19.4,74.828,110.935,17.496
ALB,Albania,Europe & Central Asia,High,2004,1.321688484,19.046,,6.285714286,10.88479042,11.01111984,10.74610996,0.301,5370.420666,10174.3723,7756.648389,0.7,0.675956385,0.720479786,,,,,76.3761,79.2365,73.7863,47.625,67.465,11.43,18.0,9.017857143,8.465221541,9.601030077,0.656,6.428571429,93.57142857,74.32452938,82.48353468,Upper middle income,13.381,6.061,1797.53,7184680000.0,2373.58,2.42039,18.3,75.039,110.472,17.272
ALB,Albania,Europe & Central Asia,High,2005,1.360271607,18.869,,6.610407876,11.41928005,11.52624035,11.29841042,0.306,5743.999444,10677.66007,8197.993857,0.711,0.687210218,0.730725189,,,,,76.6208,79.4934,74.0329,47.067,65.93,12.11,22.0,9.082582882,8.541898591,9.660020147,0.664,7.142857143,92.85714286,75.43385533,83.12119402,Upper middle income,12.821,6.206,1722.07,8052080000.0,2673.79,6.04389,17.1,75.228,109.908,16.874
ALB,Albania,Europe & Central Asia,High,2006,1.254806937,17.503,,6.545961003,11.58205032,11.70514011,11.44880962,0.285,6246.508102,11401.94205,8814.501734,0.718,0.69555815,0.737402267,,,,,76.8162,79.6856,74.2435,46.511,64.357,12.07,18.0,9.147308622,8.618575641,9.719010217,0.671,7.142857143,92.85714286,76.54318128,83.75885337,Upper middle income,12.398,6.365,1218.36,8896070000.0,2972.74,9.60999,16.0,75.423,109.217,16.394
ALB,Albania,Europe & Central Asia,High,2007,1.261998195,17.309,,6.438356164,11.96422958,12.19225979,11.73359013,0.286,6732.542303,12078.58825,9399.46896,0.73,0.708111693,0.747882981,,,,,77.5491,80.2472,75.0995,45.958,62.75,11.91,19.0,9.212034362,8.695252691,9.778000287,0.683,7.142857143,92.85714286,77.65250724,84.39651271,Upper middle income,12.118,6.518,1213.12,10677300000.0,3595.04,15.0361,14.9,75.646,108.395,15.966
ALB,Albania,Europe & Central Asia,High,2008,1.422796584,18.545,,7.336956522,12.12487984,12.34819984,11.90664005,0.293,7208.741202,12720.55954,9962.442236,0.736,0.715264124,0.75343225,,,,,77.6529,80.4292,75.1627,45.41,61.114,13.46,20.0,9.276760101,8.771929741,9.836990356,0.682,7.142857143,92.85714286,78.76183319,85.03417206,Upper middle income,11.973,6.65,1617.74,12881400000.0,4370.54,23.86,13.9,75.912,107.566,13.06
ALB,Albania,Europe & Central Asia,High,2009,1.430821164,18.987,,7.827260459,12.26375961,12.62082005,11.92743015,0.242,7154.403593,13148.58837,10153.09601,0.741,0.720720117,0.757662478,,,,,77.781,80.5443,75.3158,45.839,64.292,14.5,20.0,9.451739947,8.980109851,9.965206782,0.683,16.42857143,83.57142857,79.89206441,86.16005452,Upper middle income,11.945,6.756,1835.68,12044200000.0,4114.13,41.2,12.9,76.221,106.844,13.674
ALB,Albania,Europe & Central Asia,High,2010,1.508841688,19.65,12.81314377,6.631299735,12.99997044,13.38677025,12.64352989,0.246,7945.21638,13332.01551,10643.05764,0.754,0.737543479,0.76825762,0.657,11.9,18.33096,8.208471298,77.9359,80.6878,75.4925,46.727,63.788,11.92,21.0,9.626719793,9.18828996,10.09342321,0.704,16.42857143,83.57142857,81.02229563,87.28593699,Upper middle income,12.001,6.841,1943.34,11927000000.0,4094.36,45.0,11.9,76.562,106.315,14.086
ALB,Albania,Europe & Central Asia,High,2011,1.717787934,20.692,12.62466625,7.049608355,13.74845028,14.1151104,13.41751003,0.252,8532.402659,13568.49994,11056.64517,0.766,0.751776751,0.779565977,0.669,11.9,18.33096,7.64303875,78.0919,80.798,75.6932,52.446,67.483,12.49,22.0,9.801699638,9.39647007,10.22163963,0.712,15.71428571,84.28571429,82.15252686,88.41181946,Upper middle income,12.1,6.915,2205.7,12890900000.0,4437.18,49.0,11.0,76.914,106.029,13.481
ALB,Albania,Europe & Central Asia,High,2012,1.601834668,20.909,10.42977938,6.940874036,14.58664989,15.02785015,14.18840981,0.235,8773.019135,13505.51982,11146.26303,0.778,0.76686355,0.787407675,0.696,11.9,12.23739254,7.151945591,78.064,80.7025,75.7302,48.778,65.197,12.44,17.0,10.02511024,9.832489967,10.23851013,0.724,15.71428571,84.28571429,85.21604156,89.42938232,Upper middle income,12.197,6.996,2118.33,12319800000.0,4247.61,54.656,10.2,77.252,105.854,13.376
ALB,Albania,Europe & Central Asia,High,2013,1.697126858,20.865,10.29833238,6.624203822,14.92564011,15.42998981,14.48114967,0.225,8378.21926,14707.5651,11552.98247,0.785,0.77112962,0.796231362,0.704,11.9,12.23739254,6.757604599,78.1226,80.7812,75.7863,43.598,61.18,11.49,16.0,10.19628076,10.07789473,10.3332919,0.733,17.85714286,82.14285714,87.70659636,90.45197367,Upper middle income,12.257,7.096,2533.25,12776300000.0,4413.08,57.2,9.5,77.554,105.66,15.866
ALB,Albania,Europe & Central Asia,High,2014,1.940610537,20.942,10.19806847,7.575757576,15.25242043,15.78334999,14.78335953,0.219,8309.170305,15052.24013,11691.64829,0.792,0.777742313,0.803064109,0.711,11.9,12.23739254,6.456812859,78.4075,81.0125,76.1142,43.733,62.984,13.14,16.0,10.37037387,10.32942445,10.4289511,0.732,20.0,80.0,90.19715116,91.47456501,Upper middle income,12.259,7.219,2309.37,13228200000.0,4578.67,60.1,8.9,77.813,105.442,17.49
ALB,Albania,Europe & Central Asia,High,2015,1.555329452,20.276,10.13333035,7.044025157,15.07629967,15.60177994,14.60935974,0.204,9683.99883,14333.9431,12016.2976,0.795,0.788570993,0.801190682,0.714,11.9,12.23739254,6.262598515,78.6441,81.1825,76.4036,46.898,63.957,12.61,15.0,10.54743948,10.58723198,10.52549585,0.739,20.71428571,79.28571429,93.74003693,92.49715635,Upper middle income,12.197,7.367,,11386900000.0,3952.83,63.2529,8.5,78.025,105.135,17.08
ALB,Albania,Europe & Central Asia,High,2016,1.556278015,18.171,10.10048676,7.769423559,14.80459976,15.40505981,14.2593298,0.191,10011.12887,14943.96853,12484.6242,0.798,0.792468933,0.802194502,0.717,11.9,12.23739254,6.164067745,78.8602,81.3771,76.6392,49.676,64.8,14.39,16.0,10.72752833,10.85147402,10.62293435,0.736,22.85714286,77.14285714,94.15190407,92.63247089,Upper middle income,12.08,7.534,,11861400000.0,4124.11,66.3634,8.2,78.194,104.967,15.22
ALB,Albania,Europe & Central Asia,High,2017,1.838241795,16.585,10.23328918,8.104738155,14.81612968,15.51123047,14.17994022,0.17,10148.61287,15442.82403,12802.14831,0.802,0.797815511,0.805385473,0.72,12.33344,12.23739254,6.129034996,79.0473,81.5045,76.8729,49.51,66.44,14.46,15.0,10.91069206,11.12231116,10.72127488,0.737,27.85714286,72.14285714,94.5637712,92.76778544,Upper middle income,11.934,7.714,,13025100000.0,4532.89,71.847,8.0,78.333,104.871,13.75
ALB,Albania,Europe & Central Asia,High,2018,1.642152952,15.58,10.55449877,7.196029777,14.69561958,15.50102997,13.95683002,0.164,10655.83752,15939.64779,13302.70596,0.806,0.804057405,0.806772917,0.72,12.33344,13.17898,6.151076317,79.1838,81.6079,77.0366,51.189,67.247,12.85,15.0,11.09698316,11.399908,10.82052578,0.748,27.85714286,72.14285714,94.97563834,92.90309998,Upper middle income,,,,15058900000.0,5253.63,,7.8,,104.612,13.898
DZA,Algeria,Middle East & North Africa,High,1990,2.979074896,24.322,,4.906937394,9.658769608,,,0.7,1658.723242,15142.77636,8512.436516,0.591,,,,,,,67.416,68.5167,66.3128,10.923,76.461,5.88,229.0,4.614607921,3.091532639,6.020075074,0.562,3.157894737,96.84210526,18.1849718,40.93550634,Upper middle income,32.13,6.207,531.584,62045100000.0,2408.69,0.0,41.8,66.938,10.8151,
DZA,Algeria,Middle East & North Africa,High,1991,2.9850519,24.699,,4.882154882,9.710650444,,,0.698,1583.810078,14394.5745,8094.818491,0.594,,,,,,,67.6875,69.0074,66.3777,11.042,76.849,5.79,222.0,4.830320362,3.295769637,6.234064895,0.565,3.157894737,96.84210526,19.61117573,42.75278053,Upper middle income,30.774,6.035,532.49,45715400000.0,1731.61,,40.7,67.27,11.0845,20.6
