Country Code,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
ASM,Upper middle income,2002,,,2726.6719677208607,514000000.0,8700.07,,,,295.4,
ASM,Upper middle income,2001,,,2644.871808689235,,,,,,292.47,
ASM,Upper middle income,2000,,,2565.525654428558,,,,,,289.105,
ASM,Upper middle income,1999,,,2488.5598847957012,,,,,,285.265,
ASM,Upper middle income,1998,,,2413.90308825183,,,,,,280.855,
ASM,Upper middle income,1997,,,2341.485995604275,,,,,,276.105,
ASM,Upper middle income,1996,,,2271.241415736147,,,,,,271.055,
ASM,Upper middle income,1995,,,2203.104173264062,,,,,,265.805,
ASM,Upper middle income,1994,,,2137.01104806614,,,,,,260.475,
ASM,Upper middle income,1993,,,2072.900716624156,,,,,,255.1,
ASM,Upper middle income,1992,,,2010.713695125431,,,,,,249.48,
ASM,Upper middle income,1991,,,1950.3922842716681,,,,,,243.425,
ASM,Upper middle income,1990,,,1891.8805157435181,,,0.0,,,236.735,
ASM,Upper middle income,1989,,,1835.1241002712125,,,,,,229.47,
ASM,Upper middle income,1988,,,1780.0703772630761,,,,,,221.715,
ASM,Upper middle income,1987,,,1726.6682659451837,,,,,,213.7,
ASM,Upper middle income,1986,,,1674.8682179668283,,,,,,205.595,
ASM,Upper middle income,1985,,,1624.6221714278233,,,,,,197.595,
ASM,Upper middle income,1984,,,1575.8835062849885,,,,,,189.73,
ASM,Upper middle income,1983,,,1528.6070010964388,,,,,,182.06,
ASM,Upper middle income,1982,,,1482.7487910635457,,,,,,174.84,
ASM,Upper middle income,1981,,,1438.266327331639,,,,,,168.505,
ASM,Upper middle income,1980,,,1395.11833751169,,,,,,163.23,
ASM,Upper middle income,1979,,,1353.264787386339,,,,,,159.225,
ASM,Upper middle income,1978,,,1312.666843764749,,,,,,156.345,
ASM,Upper middle income,1977,,,1273.2868384518065,,,,,,154.19,
ASM,Upper middle income,1976,,,1235.0882332982524,,,,,,152.28,
ASM,Upper middle income,1975,,,1198.0355862993047,,,,,,150.26,
ASM,Upper middle income,1974,,,1162.0945187103255,,,,,,147.98,
ASM,Upper middle income,1973,,,1127.2316831490157,,,,,,145.5,
ASM,Upper middle income,1972,,,1093.414732654545,,,,,,142.835,
ASM,Upper middle income,1971,,,1060.6122906749088,,,,,,139.92,
ASM,Upper middle income,1970,,,1028.7939219546615,,,,,,136.815,
ASM,Upper middle income,1969,,,997.9301042960216,,,,,,133.515,
ASM,Upper middle income,1968,,,967.992201167141,,,,,,129.945,
ASM,Upper middle income,1967,,,938.9524351321268,,,,,,126.24,
ASM,Upper middle income,1966,,,910.7838620781629,,,,,,122.31,
ASM,Upper middle income,1965,,,883.460346215818,,,,,,118.36,
ASM,Upper middle income,1964,,,856.9565358293435,,,,,,114.27,
ASM,Upper middle income,1963,,,831.2478397544631,,,,,,110.17,
ASM,Upper middle income,1962,,,806.3104045618293,,,,,,106.265,
ASM,Upper middle income,1961,,,782.1210924249742,,,,,,103.01,
ASM,Upper middle income,1960,,,758.657459652225,,,,,,,
AND,High income: nonOECD,2018,,,6482.0,3236540000.0,42029.8,,2.7,,163.843,
AND,High income: nonOECD,2017,,,6287.54,3013390000.0,39134.4,91.5675,2.8,,163.832,
AND,High income: nonOECD,2016,8.8,4.3,6098.913799999999,2877310000.0,37224.1,97.9306,3.0,,164.462,
AND,High income: nonOECD,2015,,,5915.946386,2811490000.0,36039.7,96.91,3.1,,165.981,
AND,High income: nonOECD,2014,,,5738.46799442,3350740000.0,42300.3,95.9,3.2,,168.538,
AND,High income: nonOECD,2013,,,5566.313954587399,3281590000.0,40626.8,94.0,3.4,,171.86,
AND,High income: nonOECD,2012,9.5,3.9,5399.324535949777,3164620000.0,38392.9,86.4344,3.6,,175.377,
AND,High income: nonOECD,2011,,,5237.344799871284,3442060000.0,41100.7,81.0,3.7,,178.185,
AND,High income: nonOECD,2010,9.8,2.8,5080.2244558751445,3355700000.0,39736.4,81.0,3.9,,179.679,
AND,High income: nonOECD,2009,9.9,3.2,4927.817722198891,3660530000.0,43338.9,78.53,4.1,,179.709,
AND,High income: nonOECD,2008,10.4,2.8,4779.983190532924,4007350000.0,47785.1,70.04,4.3,,178.43,
AND,High income: nonOECD,2007,10.1,2.8,4636.583694816936,4016970000.0,48582.2,70.87,4.5,,175.923,
AND,High income: nonOECD,2006,10.6,3.3,4497.486183972427,3543260000.0,43747.7,48.9368,4.7,,172.326,
AND,High income: nonOECD,2005,10.7,3.6,4362.561598453254,3255790000.0,41282.0,37.6058,4.9,,167.802,
AND,High income: nonOECD,2004,10.9,3.8,4231.684750499657,2935660000.0,38503.5,26.838,5.1,,162.221,
AND,High income: nonOECD,2003,10.3,,4104.734207984667,2398650000.0,32776.4,13.5464,5.3,,155.706,
AND,High income: nonOECD,2002,11.2,,3981.592181745127,1733120000.0,24741.5,11.2605,5.5,,149.04,
AND,High income: nonOECD,2001,11.8,,3862.1444162927733,1496910000.0,22228.8,,5.7,,143.279,
AND,High income: nonOECD,2000,11.3,,3746.2800838039902,1434430000.0,21936.5,10.5388,5.9,,139.128,
AND,High income: nonOECD,1999,12.6,,3633.89168128987,1239880000.0,19261.7,7.63569,6.2,,136.957,
AND,High income: nonOECD,1998,11.9,,3524.874930851174,1211930000.0,18894.5,6.88621,6.4,,136.472,
AND,High income: nonOECD,1997,11.2,,3419.1286829256387,1180600000.0,18353.1,3.05018,6.7,,136.866,
AND,High income: nonOECD,1996,10.9,,3316.5548224378695,1223950000.0,19017.2,1.5266,7.0,,136.936,
AND,High income: nonOECD,1995,11.0,,3217.058177764733,1178740000.0,18461.1,,7.3,,135.851,
AND,High income: nonOECD,1994,10.9,,3120.546432431791,1017550000.0,16234.8,,7.7,,133.355,
AND,High income: nonOECD,1993,11.4,,3026.930039458837,1007030000.0,16516.5,,8.1,,129.726,
AND,High income: nonOECD,1992,12.1,,2936.122138275072,1210010000.0,20547.7,,8.5,,125.294,
AND,High income: nonOECD,1991,11.9,,2848.03847412682,1106930000.0,19532.5,,8.9,,120.577,
AND,High income: nonOECD,1990,11.9,,2762.597319903015,1029050000.0,18878.5,0.0,9.4,,115.977,
AND,High income: nonOECD,1989,12.5,,2679.7194003059244,795449000.0,15166.4,,9.9,,111.591,
AND,High income: nonOECD,1988,11.6,,2599.327818296747,721426000.0,14304.4,,10.4,,107.306,
AND,High income: nonOECD,1987,11.0,,2521.3479837478444,611316000.0,12616.2,,11.0,,103.096,
