Country Code,Country,Region,hdicode,Year,co2_prod,abr,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
ALB,Albania,Europe & Central Asia,High,1997,0.494104044,20.149,23.649936161647123,3.271028037,10.50508022,10.42992973,10.57246017,0.5064586303067865,3221.12996,5780.738944,4496.163681,0.642,0.617585602,0.661965648,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,73.9039,77.3164,70.7734,52.615,73.726,6.18,30.0,7.908812536,7.284058034,8.514720758,0.621,13.77303080758388,86.22696919255972,63.3253181,72.33108579,Upper middle income,19.173,6.147,1367.2294887601442,2258520000.0,717.381,0.0485939,26.7,72.838,114.901,18.311
ALB,Albania,Europe & Central Asia,High,1998,0.560680905,18.001,23.649936161647123,3.500761035,10.66944027,10.54702997,10.79185057,0.5064586303067865,3476.153648,6446.446136,4952.596957,0.657,0.6296919,0.679809729,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,74.9899,78.0214,72.1896,51.658,72.917,6.74,27.0,8.190599206,7.570499439,8.806939668,0.634,13.77303080758388,86.22696919255972,65.35312056,74.86142305,Upper middle income,18.238,6.067,1409.5149368661282,2545970000.0,813.79,0.0650274,25.4,73.208,114.18,18.323
ALB,Albania,Europe & Central Asia,High,1999,0.952766151,16.098,23.649936161647123,4.035874439,10.68494034,10.66413021,10.69725037,0.33,3849.019818,7368.328401,5595.612697,0.669,0.641318584,0.690626636,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,75.1828,78.2091,72.4013,50.445,71.884,7.31,25.0,8.472385876,7.856940844,9.099158579,0.642,5.161290323,94.83870968,67.38092302,77.39176032,Upper middle income,17.321,5.983,1453.108182336215,3212120000.0,1033.24,0.081437,24.2,73.587,113.459,18.569
ALB,Albania,Europe & Central Asia,High,2000,0.960136365,14.792,23.649936161647123,5.022156573,10.5894804,10.61896992,10.55389023,0.319,4118.541522,8044.964865,6065.195257,0.677,0.649250447,0.698549503,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,75.4043,78.4187,72.6461,49.782,71.298,9.44,23.0,8.754172545,8.143382249,9.39137749,0.643,5.161290323,94.83870968,69.40872548,79.92209758,Upper middle income,16.436,5.914,1498.0496725115615,3480360000.0,1126.68,0.114097,23.0,73.955,112.738,17.767
ALB,Albania,Europe & Central Asia,High,2001,1.029074954,9.697,23.649936161647123,4.824561404,10.6844101,10.79098988,10.57209969,0.282,4489.685008,8839.235594,6645.348336,0.684,0.658017614,0.705296369,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,75.6388,78.6178,72.9212,49.087,70.702,8.7,23.0,8.823679924,8.235190392,9.424059868,0.651,5.714285714,94.28571429,70.99655151,80.57055664,Upper middle income,15.59,5.879,1544.3811056820225,3922100000.0,1281.66,0.325798,21.8,74.288,111.685,17.411
ALB,Albania,Europe & Central Asia,High,2002,1.199000572,13.217,23.649936161647123,5.079825835,10.70151997,10.86436653,10.63010311,0.297,4679.395119,9200.195157,6920.555095,0.689,0.662956844,0.710047634,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,75.8899,78.8228,73.2203,48.757,70.424,8.95,21.0,8.888405664,8.311867441,9.483049938,0.654,5.714285714,94.28571429,72.10587747,81.20821599,Upper middle income,14.79,5.891,1592.1454697752806,4348070000.0,1425.12,0.390081,20.6,74.579,111.351,17.51
ALB,Albania,Europe & Central Asia,High,2003,1.357238224,15.231,23.649936161647123,5.890804598,10.90470982,10.93774319,10.68810654,0.305,5020.547268,9698.667261,7341.564007,0.696,0.66966313,0.715372994,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,76.1421,79.0574,73.4985,48.186,68.96,10.46,21.0,8.953131403,8.388544491,9.542040007,0.655,5.714285714,94.28571429,73.21520342,81.84587533,Upper middle income,14.048,5.952,1641.3870822425574,5611490000.0,1846.12,0.9719,19.4,74.828,110.935,17.496
ALB,Albania,Europe & Central Asia,High,2004,1.321688484,19.046,23.649936161647123,6.285714286,10.88479042,11.01111984,10.74610996,0.301,5370.420666,10174.3723,7756.648389,0.7,0.675956385,0.720479786,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,76.3761,79.2365,73.7863,47.625,67.465,11.43,18.0,9.017857143,8.465221541,9.601030077,0.656,6.428571429,93.57142857,74.32452938,82.48353468,Upper middle income,13.381,6.061,1692.1516311778942,7184680000.0,2373.58,2.42039,18.3,75.039,110.472,17.272
ALB,Albania,Europe & Central Asia,High,2005,1.360271607,18.869,23.649936161647123,6.610407876,11.41928005,11.52624035,11.29841042,0.306,5743.999444,10677.66007,8197.993857,0.711,0.687210218,0.730725189,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,76.6208,79.4934,74.0329,47.067,65.93,12.11,22.0,9.082582882,8.541898591,9.660020147,0.664,7.142857143,92.85714286,75.43385533,83.12119402,Upper middle income,12.821,6.206,1744.4862177091693,8052080000.0,2673.79,6.04389,17.1,75.228,109.908,16.874
ALB,Albania,Europe & Central Asia,High,2006,1.254806937,17.503,23.649936161647123,6.545961003,11.58205032,11.70514011,11.44880962,0.285,6246.508102,11401.94205,8814.501734,0.718,0.69555815,0.737402267,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,76.8162,79.6856,74.2435,46.511,64.357,12.07,18.0,9.147308622,8.618575641,9.719010217,0.671,7.142857143,92.85714286,76.54318128,83.75885337,Upper middle income,12.398,6.365,1798.4393997001746,8896070000.0,2972.74,9.60999,16.0,75.423,109.217,16.394
ALB,Albania,Europe & Central Asia,High,2007,1.261998195,17.309,23.649936161647123,6.438356164,11.96422958,12.19225979,11.73359013,0.286,6732.542303,12078.58825,9399.46896,0.73,0.708111693,0.747882981,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,77.5491,80.2472,75.0995,45.958,62.75,11.91,19.0,9.212034362,8.695252691,9.778000287,0.683,7.142857143,92.85714286,77.65250724,84.39651271,Upper middle income,12.118,6.518,1854.061236804304,10677300000.0,3595.04,15.0361,14.9,75.646,108.395,15.966
ALB,Albania,Europe & Central Asia,High,2008,1.422796584,18.545,23.649936161647123,7.336956522,12.12487984,12.34819984,11.90664005,0.293,7208.741202,12720.55954,9962.442236,0.736,0.715264124,0.75343225,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,77.6529,80.4292,75.1627,45.41,61.114,13.46,20.0,9.276760101,8.771929741,9.836990356,0.682,7.142857143,92.85714286,78.76183319,85.03417206,Upper middle income,11.973,6.65,1911.4033369116537,12881400000.0,4370.54,23.86,13.9,75.912,107.566,13.06
ALB,Albania,Europe & Central Asia,High,2009,1.430821164,18.987,23.649936161647123,7.827260459,12.26375961,12.62082005,11.92743015,0.242,7154.403593,13148.58837,10153.09601,0.741,0.720720117,0.757662478,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,77.781,80.5443,75.3158,45.839,64.292,14.5,20.0,9.451739947,8.980109851,9.965206782,0.683,16.42857143,83.57142857,79.89206441,86.16005452,Upper middle income,11.945,6.756,1970.5189040326327,12044200000.0,4114.13,41.2,12.9,76.221,106.844,13.674
DZA,Algeria,Middle East & North Africa,High,1990,2.979074896,24.322,23.649936161647123,4.906937394,9.658769608,10.720150863218755,10.973615713079669,0.7,1658.723242,15142.77636,8512.436516,0.591,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,67.416,68.5167,66.3128,10.923,76.461,5.88,229.0,4.614607921,3.091532639,6.020075074,0.562,3.157894737,96.84210526,18.1849718,40.93550634,Upper middle income,32.13,6.207,665.7169104733894,62045100000.0,2408.69,0.0,41.8,66.938,10.8151,8.304764598540146
DZA,Algeria,Middle East & North Africa,High,1991,2.9850519,24.699,23.649936161647123,4.882154882,9.710650444,10.720150863218755,10.973615713079669,0.698,1583.810078,14394.5745,8094.818491,0.594,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,67.6875,69.0074,66.3777,11.042,76.849,5.79,222.0,4.830320362,3.295769637,6.234064895,0.565,3.157894737,96.84210526,19.61117573,42.75278053,Upper middle income,30.774,6.035,686.3060932715354,45715400000.0,1731.61,15.712817964592324,40.7,67.27,11.0845,20.6
DZA,Algeria,Middle East & North Africa,High,1992,2.955540051,24.131,23.649936161647123,4.841402337,9.820469856,10.720150863218755,10.973615713079669,0.694,1601.896053,14434.84309,8123.264461,0.599,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,67.7571,69.3071,66.2378,11.163,76.943,5.75,217.0,5.046032803,3.500006635,6.448054715,0.57,3.157894737,96.84210526,21.03737965,44.57005472,Upper middle income,29.345,5.887,707.5320549191086,48003300000.0,1776.04,15.712817964592324,39.9,67.575,11.3481,24.38
DZA,Algeria,Middle East & North Africa,High,1993,2.96517,22.844,23.649936161647123,4.65890183,9.840649605,10.720150863218755,10.973615713079669,0.689,1554.123951,13919.82546,7837.072107,0.601,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,67.7195,69.2016,66.2633,11.313,77.423,5.33,213.0,5.261745244,3.704243633,6.662044536,0.573,3.157894737,96.84210526,22.46358357,46.38732892,Upper middle income,27.863,5.752,729.4144896073286,49946500000.0,1807.33,15.712817964592324,39.0,67.877,11.6031,26.23
DZA,Algeria,Middle East & North Africa,High,1994,3.053384492,22.005,23.649936161647123,4.651162791,9.914270401,10.720150863218755,10.973615713079669,0.685,1514.474459,13447.29583,7576.303703,0.602,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,67.3614,69.1694,65.6208,11.475,77.774,5.31,210.0,5.477457686,3.908480631,6.876034357,0.574,3.157894737,96.84210526,23.8897875,48.20460311,Upper middle income,26.361,5.624,751.9737006261118,42542600000.0,1507.87,0.000360674,38.1,68.194,11.8459,27.74
DZA,Algeria,Middle East & North Africa,High,1995,3.302806527,19.071,23.649936161647123,4.620462046,9.901869774,10.720150863218755,10.973615713079669,0.675,1552.983854,13583.37741,7662.601491,0.606,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,67.4544,69.5177,65.4887,11.647,77.656,4.77,206.0,5.693170127,4.112717628,7.090024177,0.578,3.157894737,96.84210526,25.31599142,50.02187731,Upper middle income,24.884,5.499,775.2306192021772,41764100000.0,1452.27,0.00176895,37.1,68.54,12.0743,31.84
DZA,Algeria,Middle East & North Africa,High,1996,3.307078543,16.71,23.649936161647123,4.53808752,10.05828953,10.720150863218755,10.973615713079669,0.662,1611.495401,13835.69085,7826.571624,0.617,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,68.7493,70.3998,67.1339,11.824,77.486,4.51,190.0,5.876116121,4.339336763,7.218933708,0.589,3.157894737,96.84210526,26.7526565,51.12722965,Upper middle income,23.475,5.375,799.2068239197705,46941500000.0,1603.94,0.00173853,36.2,68.919,12.2878,28.618
DZA,Algeria,Middle East & North Africa,High,1997,2.925218083,13.331,23.649936161647123,4.006410256,10.30550639,10.720150863218755,10.973615713079669,0.648,1645.680556,13777.66997,7830.179146,0.624,0.569208310467907,0.625113083944496,0.4913376764386536,23.538542141961432,26.35624195933059,18.19803261610578,69.1706,70.9255,67.4902,11.963,76.782,4.01,190.0,6.059062116,4.565955898,7.347843238,0.599,3.157894737,96.84210526,28.18932158,52.232582,Upper middle income,22.187,5.257,823.9245607420314,48177900000.0,1619.81,0.0102685,35.5,69.323,12.4879,25.43
